Corpus,Source/Author,Year range,File Name,Content,Interrogative pronoun,Interrogative Adverb,Expletive,Other,Not sure
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Sa ki pa sav sa sa yé sé , sé té dènié moun éti ki fè Ladjè 14 Matinik .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Yonndé lanméri asepté ajouté pliziè non solda éti té pati ladjè , kontel : Twa-Zilé , Chelchè épi kisasayésa .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Sé te sel komin éti pa té ni Moniman o mò Ladjè 14-18 .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Manmay , nou pé di nou chansé , nou adan an péyi éti pa ni ladjè épi zam kon O Liban oben Lapalestin .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Pa té djè ni moun éti té déplasé .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Nou aprann sé chofè-a pa lé soutrétan éti té an retrè kivédi té ralé kanno-yo atè , oben ralé kò-yo dèyè .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Saloptri Sé vréman an saloptri , lè nou sa sav yo ka péyé chofè éti ki pa travay ek lajan-yo ka kouwi toupandan lé pasajé ka trimé a pié oben ka débriyé kò-yo kon yo pé .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Sa ki pli red-la , sé lè nou aprann ki yo ripran travay , san yo anboché chofè-a éti té ka jouré a. Es dan dé simenn sé pé ké viré koumansé ?",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Mé ni anlo éti pa kontan tou .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kivédi an bagay éti pa té ka ekzisté avan tiraj-la , kidonk fok ou kréyé ' y .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Es I pé ké définitivman réglé , kom sé périod Nwel an ti-kochon i ka nouri épi an boug éti té mè pa koté Sentàn ?",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kréyolad 750 Antilla 1850 , 20 désanm 2018 Nwel san TCSP Ni anlo moun éti ka atann Papa Nowel pou mandé ' y joujou .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Es sé pa an ti-kochon la CTM épi PPM ka nouri dépi lontan , éti yo ka éséyé débité pou Nwel ?",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Man pa sav si épi tout lo bonnet wouj tala moun ki pa ni loto ké désann an lari pou réklamé an TCSP éti pa ka rété estasioné pa espré .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Dapré sa nou ka konstaté , anmitan Matinik éti yo groupé dan la CACEM dwé ni an pichon .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman14.txt,"Lézoditè , lézoditris éti anpami zot ni moun , jenn kon vié , moun dives komin Matinik ek menm moun lotbò-dlo , zot ki fè mwen lonè kouté toulong TOUT LANG SE LANG , pétet dépi an tan RFO jis jòdi , es , dapré zot , vwa-mwen , i flègèdek ; dapré zot , es pawol TOUT LANG SE LANG sé té pawol konkonm san grenn ; es palé-mwen té ka dérespekté lang kréyol péyi-nou an ?",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman14.txt,"Avan pawol-mwen bout , an bel mèsi ba Jean-Philippe Pascal , Marie-José Ali , , Liliane Francine , Jérémie Edouard , ansien direktè , direktris RFO ek Martinique la prémière , éti sé yo , manmay péyi Matinik , manmay péyi Gwadloup , ki pannan dis lanné ouvè lapot-la ba mwen ... Mési anlo tou ba sé teknisien an ki pèmet zot kouté pou tann tann pou konprann TOUT LANG SE LANG .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman20.txt,"Pawol fondas Krey Matjè Kréyol Matinik KM2 Le bloc-notes de Daniel BOUKMAN Blocs-notes Dimanche , 19 Juin , 2016 - 10:53 Atè Matinik , lè ou pran tan gadé , ou andwa wè ni an bon enpé matjè-pawol ek adan yo , ni yonndé éti moun andéwò péyi-a konnet yo .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman30.txt,"PLODARI BOUKMAN BA PEZO Le bloc-notes de Daniel BOUKMAN Blocs-notes Lundi , 18 Janvier , 2016 - 20:32 Mi plodari-a éti Daniel Boukman vréyé douvan ba Eric Pezo lè 15 janvier 2016 , la Mutualité atè Fodfwans , anba lopsion l ' ATSCAF Association Touristique Sportive et Culturelle des Administrations Financières .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman30.txt,"Lanné 2008 , dives matjè matinitjé sanblé ansanm ansanm épi yo mété doubout an krey une association comme on dit en français , an krey éti tit-li sé KM2 kivèdi Krey Matjè Kréyol Matinik en français Association d ' Ecrivains , je dis bien d ' Ecrivains - et non des Ecrivains martiniquais en langue créole , KM2 nou tounen tou pawol-fondas li nan lang anglé , lang panyol , lang franséAn pawol-fondas dontjokel man ka mandé zot kouté an mòso .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman30.txt,"Mwen tou , man ka di , man ka di zot alé , alé wouvè ek li Lasotjè éti lézédision l ' Harmattan mété déwò , lanné 2013 , an krey bel pawol Nadiège Pastel dékoré an manniè obidjoul Alé pran tan wouvè Lasotjè ek kouté an tralé chanté ki ka chanté lanmou , kouté !",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman30.txt,"An final di kont , Lasotjè sé an montraj ka montré fos épi belté lang kréyol la éti an manmay Laviè-Pilot , Eric Pezo ka sèvi épi respé .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman32.txt,"Mé menm si , an tan man té an tibolonm , bouch-mwen pa té ka palé kréyol , zorey-mwen épi tjè-mwen té ka tann pawol , son , kadans lanmizik lang kréyol la éti moun andéwò lafanmi té ka palé é sé konsa kontel dlo ki ka dòmi anba tè , épi an jou ka tijé ek ka ba dlo sous ka ba dlo lariviè , dlo larivié ka rivé nan lanmè , sé konsa sé pawol-la , sé son-an , kadans lanmizik lang kréyol la zorey-mwen , tjè-mwen té tann lan , anmizi anmizi belté lang natif-natal nou a ba an tralé powezi akwèdi zwézo zel démaré ba déotwa krey powem man matjé nan lang kréyol la kontel Anba fey , Pawol bwa sek , Chiktay pawol , Zizinng pawol 3 Lanné 1995 , man vréyé douvan an pies téyat man kriyé Délivrans , an pies étila lang kréyol la lienné épi lang fransé a. Délivrans , sé té an manniè démaré lespri-mwen é sé dépi jou-tala , man mété kòmwen ka matjé pies téyat yenki nan lang kréyol Matinik la kontel Es lakou dò , Agoulouland , Poulbwa ek bwabwa , Misié Agoulou ek Ti Sonson 4 épi tou , pies téyat matjé an fransé a kontel La véridique histoire de Hourya , L ' Homme endormi ou De nouveau la Bête immonde , La mésaventure d ' Adiraban le marchand 5 .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman32.txt,"Epi mi anvwala , man antré nan an lawonn éti matjè-pawol kontel Jean-Pierre Arsaye , Misié Georges Mauvois , Marie-José Saint-Louis , Térez-Léotin , Judes Duranty , Jean-Marc Rosier , Raphael Confiant épi dot ankò , yo tout la tounen nan lang kréyol la pies téyat , istwè-kout , istwè -long , kont ... pawol-matjé ki té matjé nan lang fransé a. Lanné 2012 , man vréyé douvan transbòdaj Ploutos an pies téyat , Aristophane an matjè péyi Lagres an tan Matizalem , matjé Man transbòdé Ploutos ek man kriyé ' y Liwa lajan 6 .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman32.txt,Poutji man chwézi mofwazé an kont traditionel péyi Lafrans éti Charles Perrault matjé ni pasé kat-san lanné di sa . ?,,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman5.txt,"Pou lapéti lajan bannann Le bloc-notes de Daniel BOUKMAN Blocs-notes Dimanche , 7 Mars , 2021 - 21:32 Poem-tala té matjé nan lépok éti moun Matinik té ka goumen red-mato kont dévidaj pa avion épandage aérien di tout kalté model pestisid ki danjéré ba lasanté pep-la .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman54.txt,"Tout Lang Sé Lang Le bloc-notes de Daniel BOUKMAN Mercredi , 18 Septembre , 2013 - 02:54 Tout Lang Sé Lang , l ' émission radio réalisée par Daniel Boukman sur Martinique 1ere est diffusée du lundi au vendredi à 5 heures 55 le matin et rediffusée le soir à 19 heures 10 Tout Lang Sé Lang , émision-an éti Daniel Boukman ka vréyé douvan anlè radio Martinique 1ere , ka woulé woulé ' y dépi lendi rivé vandredi , lébonmaten a 5è 55 ek léswè , à 7è 10",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman6.txt,"Lakréyolopali , sé an gran sanblaj moun kréyolopal éti ka rété andidan ek andwò péyi étila yo ka palé , yo ka matjé lanng kréyol la .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman62.txt,"Man li tou dives kont Nani Wozet , Lapen mizisien , Tig ké Lapen , Lapen , Balèn épi Léfan Konpè Lapen épi Gran Djab-la , Solé ké Lalin , Chien é kòn-a ' y , Konpè Zanndoli , Konpè Chien épi Konpè Lapen dives kont éti pawol-la ka woulé lantou lagouloutri lagouloutri , an mo nef pou di lavorasité é sè kont-la éti man ba sé moun-lan kouté a nan kréol Giyàn , nan kréyol Gwadloup oben nan kwéyol Sent-Lisi , apré sa , man ka tounen yo nan kréyol Matnik .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman62.txt,"Man li tou dives kont Nani Wozet , Lapen mizisien , Tig ké Lapen , Lapen , Balèn épi Léfan Konpè Lapen épi Gran Djab-la , Solé ké Lalin , Chien é kòn-a ' y , Konpè Zanndoli , Konpè Chien épi Konpè Lapen dives kont éti pawol-la ka woulé lantou lagouloutri lagouloutri , an mo nef pou di lavorasité é sè kont-la éti man ba sé moun-lan kouté a nan kréol Giyàn , nan kréyol Gwadloup oben nan kwéyol Sent-Lisi , apré sa , man ka tounen yo nan kréyol Matnik .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman62.txt,"Man palé osi di mofwazaj fab Lafonten nan kréyol Gwadloup , Ayiti , Matnik kontel Le Corbeau et le Renard , sa ki ba , nan kréyol péyi Ayiti , Boustabak ak chen mawon ta Mont-Rosier Déjan ; Genbo épi Rakoun , Hector Poullet épi Sylviane Telchid tounen nan kréyol Gwadloup ; Mel é mangous éti sé Térez Léotin ki mofwazé ' y man kréyol Matnik Tout sé alé-viré tala kwéyol Sent-Lisi , kréol Giyàn , kréyol Ayiti , kréyol Gwadloup , kréyol Matnik man pa nos palé trop di Donmnik padavwa konnet-mwen feb parapot a lang kwéyol Donmnik tout sé alé-viré tala , sé an model montray pou moun pa bliyé pep kréolopal Lakarayik ek Lagiyàn , sé kontel frè ek sésé an menm fanmi .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman65.txt,"Contacts : 0696 27 70 07 michaellemavinga hotmail.com- michaellemavinga hotmail.com PAWOL FONDAS Atè Matinik , lè ou pran tan gadé , ou andwa wè ni an bon enpé matjè-pawol ek adan yo , ni yonndé éti moun andéwò péyi-a konnet yo .. Men tan lavérité rivé !",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman78.txt,"Mésiézèdanm , man ka sispann ba zot kouté sé kalté pawol fiel tala éti ni uit lanné di sa , moun ki rayi kréyol vréyé douvan .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman78.txt,"Matnik , sé koumansé moun koumansé konprann nannan pawol grangrek-tala lè an vièkò ka mò , sé konsidiré sé an bibliotek liv ka brilé Alè , Matnik , ni plis moun ki dakò pou kréyol-la matjé ek adan yo , anmizi anmizi , ni sa ki paré pou aprann matjé lang-la , pou aprann matjé ' y silon larel-la éti Jean Bernabé , an espésialis langaj kréyol , mété doubout ni pasé 25 lanné di sa : tousa ou ka palé , ou ka matjé ' y ; tousa ou ka matjé , ou ka palé ' y .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman79.txt,"Man li tou dives kont Nani Wozet , Lapen mlizisien , Tig ké Lapen , Lapen , Balèn épi Léfan Konpè Lapen épi Gran Djab-la , Solé ké Lalin , Chien é kòn-a ' y , Konpè Zanndoli , Konpè Chien épi Konpè Lapen dives kont éti pawol-la ka woulé lantou lagouloutri lagoulouitri , an mo nef pou di lavorasité é sè kont-la man ba sé moun-lan kouté a nan kréol Giyàn , nan kréyol Gwadloup oben nan kwéyol Sent-Lisi , apré , man ka tounen nan kréyol Matnik .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman79.txt,"Man palé osi di mofwazaj fab Lafonten nan kréyol Gwadloup , Ayiti , Matnik kontel Le Corbeau et le Renard , sa ki ba , nan kréyol péyi Ayiti , Boustabak ak chen mawon ta Mont-Rosier Déjan ; Genbo épi Rakoun , Hector Poullet épi Sylviane Telchid tounen nan kréyol Gwadloup ; Mel é mangous éti sé Térez Léotin ki mofwazé ' y man kréyol Matnik Tout sé alé-viré tala kréyol Sent-Lisi , kréol Giyàn , kréyol Ayiti , Kréyol Gwadloup , kréyol Matnik man pa nos palé trop di Donmnik padavwa konnet-mwen feb parapot a lang kwéyol Donmnik tout sé alé-viré tala , sé an model montray pou moun pa bliyé pep kréolopal Lakarayik ek Lagiyàn , sé kontel frè ek sésé an menm fanmi .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman80.txt,"Le bloc-notes de Daniel BOUKMAN Vendredi , 6 Juin , 2008 - 12:13 Mi plodari-a Daniel BOUKMAN vréyé douvan atè Lotel Laréjion Matnik , lè 30 mé 2008 , jou-a éti Poutji I Pa Téyat ba moun kouté an mòso ta POULBWA EK BWABWA K. Editions mété déwò , lanné pasé .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman80.txt,"Lonnè épi anchay respé tou anlè Alfred MARIE-JEANNE , potomitan Konsey Réjional Matnik , ki ba , san mandé poutji san mandé kouman , ki ba nou lotorizasion sanblé isi-a , lantou pies téyat la éti tit-li sé POULBWA EK BWABWA .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman80.txt,"Dabou dabò , sé yenki an ti mòso POULBWA EK BWABWA Poutji I Pa Téyat éti Bérard BOURDON sé met-a-mangnok la ké ba zot kouté talè , , é man ka espéré jou-a zot ké pé - pétet - gadé ek kouté lèrestan-an , jou-tala pé ké an jou lannè kannel .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman82.txt,"Nan , déziem kont-la , San fidji , potomitan-an , sé an prenses karayib an tan éti , dépi Gran-Riviè rivé Sent-Ann , péyi-nou an té ni an bel soukramétan dianman anlè ' y ... Kay-li té an tet lamontann Pélé étila i té pou véyé asou lavil-la kidonk Sen-Piè épi asou mes moun ki té ka rété la a ... Men , afos movè moun té ka vréyé woch anlè ' y , an jou , sa ki té pou fet fet !",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman82.txt,"Nan twaziem kont-lan , Zannimo anzimannan , sé an fam lakanpann , Manman Iltima , ki ni zannimo éti i ka swen , i ka ba yo manjé , ka propté yo , tousa épi anlo lanmou Adan sé kont-lan Teréz Léoten matjé a sof adan tala i kriyé San fidji , ni an lablanni dives model bet : bet an dlo , bet asou té , bet anlè lè : kayiman , kangourou , chamo , gògò , chouval , kochon , vach , kok , krapo , gounouy , krijet , kabrit-bwa ek an rat , an kalté movè sijé toubannman .",,,,,
martinicancreole,DanielBoukman,2007to2021,DanielBoukman87.txt,"Moun tala , yo ka kriyé ' y JOELLE DE LAVAL , an fanm doubout Matnik , potomitan an lantoupriz éti tit-li sé TAG SARL .",,,,,
martinicancreole,FernandTiburceFortune,2016to2020,FernandTiburceFortune12.txt,"I té ka viv koy an bel viv , lè i té ka gouté moman estròdinè tala éti tout bagay ka viré vihi ek viré sòti an nwèsè a. Primié kok chanté .",,,,,
martinicancreole,FernandTiburceFortune,2016to2020,FernandTiburceFortune12.txt,"An silans espésial , an silan plézan , éti ki , piti ti ri san bwi toujou a Soley-la té ka fè a , té ka déranjé anpenn .",,,,,
martinicancreole,Georges-HenriLeotin,2016to2020,Georges-HenriLeotin0.txt,"Pa an sans éti kréyol pa té an bon zouti pou sé moun an bokanté épi vansé , men an sans éti serten manniè ékri épi serten manniè palé chwèzi tel mo , tel èsprésion pasé anlot sa té ka blotjé moun , fòsé moun , mété vonvon an tet yo , pété tet yo Nou ké pran 2 lèkzanp asou sé kèsion tala .",,,,,
martinicancreole,Georges-HenriLeotin,2016to2020,Georges-HenriLeotin0.txt,"Pa an sans éti kréyol pa té an bon zouti pou sé moun an bokanté épi vansé , men an sans éti serten manniè ékri épi serten manniè palé chwèzi tel mo , tel èsprésion pasé anlot sa té ka blotjé moun , fòsé moun , mété vonvon an tet yo , pété tet yo Nou ké pran 2 lèkzanp asou sé kèsion tala .",,,,,
martinicancreole,Georges-HenriLeotin,2016to2020,Georges-HenriLeotin0.txt,"Men sa ki vini fet , an mizi jounal la té ka chwézi an manniè matjé lwen ta fransé a an bagay nou pé konpwann tou , sa fè sé moun an té anbarasé épi anlo w épi anlo y ki té ka fòsé yo san menm palé di sa nou té kriyé igrèk tikté an y épi an tréma asou ' y , éti GEREC té pwopozé pou an son ou ka touvé dan tjè , tjok , tjak , djok , djouk , tousakonsa .",,,,,
martinicancreole,Georges-HenriLeotin,2016to2020,Georges-HenriLeotin0.txt,"dragon sé an bet éti pèsonn pa abitié épi ' y , pou ensidi pèsonn pa jenmen wè ' y , épi an menm tan sé an bet méchan , an mons ki sòti pèsonn pa sav koté .",,,,,
martinicancreole,Georges-HenriLeotin,2016to2020,Georges-HenriLeotin0.txt,"Men falé té ni , pou soutni jounal la , an gwo travay alfabétizasion , an travay éti G.A.T .",,,,,
martinicancreole,Georges-HenriLeotin,2016to2020,Georges-HenriLeotin0.txt,"Kréyol dragon an , sé pa té selman an manniè ékri , sé té mo , manniè palé lèpli lwen posib di fransé a. Kontel tit an artik éti nou té ka di : Annou chaché chouboulé sa yo anchouké an fonfonn kabech nou fr .",,,,,
martinicancreole,Georges-HenriLeotin,2016to2020,Georges-HenriLeotin0.txt,"Pou bout an manniè pli pozitif , nou ké di lèspérians Grif an tè a pèmet kanmenm bokantaj lidé épi konésans , épi i lésé an bel tras , nou pé di an trézò , menmsi malérèzman sé an trézò ki jòdijou simen tibren adwèt-agòch : la Bibliyotek Chèlchè pa ni tout sé liméwo a , an ni dé moun ki ni an serten nonm , men , otan ki nou sav , pa ni , atè Matnik , an koté éti ou sé pé ni anba lanmen ' w tout kolèksion Grif an tè a , dépi primié-primié liméwo a , jik dènié a.sof pétet lakay tjek kolèksionnè Georges-Henri LÉOTIN nan Rabouraj 2019 , Trinité",,,,,
martinicancreole,Georges-HenriLeotin,2016to2020,Georges-HenriLeotin1.txt,"Sa té pé dé bagay ki té fet pa ni telman lontan éti sé moun an té viv délè : kontel listwa kartié yo a , jistèman : primié liméwo Grif an tè , sé té asou manniè La Volga té wè jou : an pep bati an lavil asou mang , anlè pwa kòyo , menmsi apré la Minisipalité Fòdfwans , épi Sézè , ranjé chimen , mennen dlo épi lélèktrisitéG.A.T .",,,,,
martinicancreole,Georges-HenriLeotin,2016to2020,Georges-HenriLeotin1.txt,"Té ni artik asou dé moun kon Rèné Boriga Beauregard , éti yo té ka kriyé tou Misié Rèné , Ti Jil-Séza , ki mawonnen 7 lanné diran nan li Sid Matnik 19421949 , apré an gwo bab i té trapé épi an Bétjé Épi G.A.T .",,,,,
martinicancreole,Georges-HenriLeotin,2016to2020,Georges-HenriLeotin2.txt,"Léotin , 1993 , éti sé kandida a té ni pou mofwazé an lanng manman yo .",,,,,
martinicancreole,Georges-HenriLeotin,2016to2020,Georges-HenriLeotin5.txt,"Primié liv man li tousel , sé Ti anglé a , éti sé Misié Hugues Barthéléry ki matjé ' y .",,,,,
martinicancreole,Georges-HenriLeotin,2016to2020,Georges-HenriLeotin5.txt,"I ké sòti anlè ti ban-an éti sèten moun lé kité ' y asiz laLang kréyol la ké mété kòy doubout an manniè djok lè ou ké wè , dépi latit jik Linivèsité , moun ké aprann li ' y épi matjé ' y .",,,,,
martinicancreole,HughesBarthelery,2016to2021,HughesBarthelery12.txt,"Dépi sa pa ni CRS Matinik ankò , sof adan bel ponch éti ou ka mété Citron Rhum Sirop .",,,,,
martinicancreole,HughesBarthelery,2016to2021,HughesBarthelery13.txt,Sel moman éti nou té vréman lib sé té oswè avan nou monté dortwa .,,,,,
martinicancreole,HughesBarthelery,2016to2021,HughesBarthelery23.txt,Alò éti chanjman-an ké yé ?,,,,,
martinicancreole,HughesBarthelery,2016to2021,HughesBarthelery23.txt,Yo té pran yonn-dé mo adan chak lang pou fè ansel éti tout moun té ké pé palé .,,,,,
martinicancreole,HughesBarthelery,2016to2021,HughesBarthelery28.txt,Sik-la té konsèvé ek espédié an Frans adan fi ki té kon sé menm fi a éti yo té ka vréyé lanmori désann Matinik ban nou an .,,,,,
martinicancreole,HughesBarthelery,2016to2021,HughesBarthelery4.txt,"Yo té ka pran yo adan tout ti vilaj l'Afrik , délè épi lakonsantman chef sé vilaj la ki pa jenmen sav kisa ki té ka rivé yo apré , lotbò loséyan : manman , papa , yich tout laj , té ka batjé abò bato neg ek anba an soufrans san non , té ka pati jwenn lanmérik , lakarayib oben Loséyan Endien , éti yo té ka vann yo kon zannimo .",,,,,
martinicancreole,HughesBarthelery,2016to2021,HughesBarthelery9.txt,"Alos poutji yo pa lé anni pran lavi-a kon i ka vini a , an lavi san ras , éti yonn ka respekté lot , éti yonn sé frè lot ...",,,,,
martinicancreole,HughesBarthelery,2016to2021,HughesBarthelery9.txt,"Alos poutji yo pa lé anni pran lavi-a kon i ka vini a , an lavi san ras , éti yonn ka respekté lot , éti yonn sé frè lot ...",,,,,
martinicancreole,JeanBernabe,2007-2017,JeanBernabe3.txt,"Chimenn 5 Le bloc-notes de Jean BERNABE Blocs-notes Lundi , 11 Juillet , 2016 - 17:33 Dènié simézon : an dlo lanmè pa ni chimen An jou , dépi anwo Mòn Sokoto , éti toutt moun sav ou pé dékouvè toutt londjè ek lajè péyi a anba platpié ' w , i té lonviyé lanmè a ka fè minimini anba klérans gwo soley-la .",,,,,
martinicancreole,JeanBernabe,2007-2017,JeanBernabe3.txt,"Sòti mitanjou rivé dézè laprèm , pa ni an sel jounen adan simenn lan éti malérezla pa té ka tiré kò ' y asou an bodlanmè diféran di jou avan .",,,,,
martinicancreole,JeanBernabe,2007-2017,JeanBernabe3.txt,"I té ka asiz anlè an chèpè bi bwa éti sé tjek siklonn ki dwett té dékalmaté ' y , toula ka viré do ba lanmè , san menm pwan wotè ayen dott ki di ladèbòni sé grenn sab la .",,,,,
martinicancreole,JeanBernabe,2007-2017,JeanBernabe3.txt,"Nan mizi éti Mett Raza koubaré tianmay la poumié poumié jou ' y asou latè , délè , man ka rété la , lanmen anba ponmjou , ka katjilé pou sav ki védians tou sa pé ni , menm si sa sòti adan glenglen kabech mwen .",,,,,
martinicancreole,JeanBernabe,2007-2017,JeanBernabe3.txt,"Délè ni dé kalté doukou éti , sé anni lè ou adan yo , ou ka rivé konprann sé palé ki mett !",,,,,
martinicancreole,JeanBernabe,2007-2017,JeanBernabe4.txt,"Jenn fanm lan , ki té fini fini fè toulitt senk , tounen épi gadé zanimo a. Dapré sa man konpwann , sé té an chien i té konnett éti ki té ka pòté manjé ba ' y .",,,,,
martinicancreole,JeanBernabe,2007-2017,JeanBernabe4.txt,"Sa fett pabò Mòn Sokoto , éti toutt moun sav sé anni granjan ki ka rété la .",,,,,
martinicancreole,JeanBernabe,2007-2017,JeanBernabe5.txt,"Rivé i rivé wotè an bidim pié fonmajé , éti i kriyé ' y Papa lavi , lakada lanmach li koumansé vini an manniè flanpi kon adan an kalté jess-molòkoy , akwèdi an bidim lavanniz té anni fésé kò ' y anlè zékin li .",,,,,
martinicancreole,JeanBernabe,2007-2017,JeanBernabe5.txt,"Akwèki oswa i té ka fè manniè , épi an balan mal papay , pou chapé anba an latilié chien ka kouri déyè ' y , oswa i té ka fè mannev pou trapé dènié batiman asoubò pati pou trapé dénié lanm dènié lanmè avan péyi Kokangn , an péyi éti ki , an pliss di sa , pa matjé asou piess katt fett anba lanmen piess moun .",,,,,
martinicancreole,JeanBernabe,2007-2017,JeanBernabe6.txt,"Ayen pé té ké ayen siwwè , tjek tan apré , disparett pa té pran fanmdéwò a éti jik jòdijou piess moun pa jen rivé sav ola i yé , ési i ka viv toujou oben ess lanmò ja chayé ' y alé nan Péyi-san-chapo , otila chalè soley pa ka brilé lapo , pa ka kléré piess ziété .",,,,,
martinicancreole,JeanBernabe,2007-2017,JeanBernabe6.txt,"Mi sé lesplik tala ki tijé anba lanng fanm-mayé a , éti sé li yonn ki té rivé chapé anba chalè dannpantanng tala .",,,,,
martinicancreole,JeanBernabe,2007-2017,JeanBernabe6.txt,Anni ki vié ti lankonni éti pa menm an ti kabicha pé pa woulé nofrap .,,,,,
martinicancreole,JeanLaurentAlcide,2007-2022,JeanLaurentAlcide100.txt,"Sé adan atèlié Evolision enstitisionel la , éti D. Marie-Sainte MIM , met-a-manyok ek Catherine Conconne PPM , vis-met-a-manyok , Ladwet vini pli an fos .",,,,,
martinicancreole,JeanLaurentAlcide,2007-2022,JeanLaurentAlcide101.txt,"Adan sijé éti latilié-tala débat , adan etsétéra sijé i débat , janmen yo pa palé di lang kréyol la .",,,,,
martinicancreole,JeanLaurentAlcide,2007-2022,JeanLaurentAlcide101.txt,"Pétet sa ka vini di listwè-nou éti lè yo aboli lestravay an 1848 , sel solision sé ansien djouk-la té ni sé té oben viré travay kon ouvriyé agrikol asou sé menm bitasion-an éti yo té djouk-la oben désann nan bouk oben an vil , chaché an djob artizan ek voyé yich-yo lékol .",,,,,
martinicancreole,JeanLaurentAlcide,2007-2022,JeanLaurentAlcide101.txt,"Pétet sa ka vini di listwè-nou éti lè yo aboli lestravay an 1848 , sel solision sé ansien djouk-la té ni sé té oben viré travay kon ouvriyé agrikol asou sé menm bitasion-an éti yo té djouk-la oben désann nan bouk oben an vil , chaché an djob artizan ek voyé yich-yo lékol .",,,,,
martinicancreole,JeanLaurentAlcide,2007-2022,JeanLaurentAlcide101.txt,"Yo pè ped ti pouvwè senbolik la éti lang fwansé a ka ba yo a. Sé pa yo ki té ké palé an ti fraz kréyol laradio oben latélé , menm lè sé kréyol ki met kon an tan kous yol oben kannaval .",,,,,
martinicancreole,JeanLaurentAlcide,2007-2022,JeanLaurentAlcide101.txt,Fok mandé sé moun-la éti gouvelman fwansé a nonmen met-a-manyok latilié-tala,,,,,
martinicancreole,JeanLaurentAlcide,2007-2022,JeanLaurentAlcide115.txt,"Anni gadé primié-a éti yo ba pòté chaltouné-a , Stéphane Diagana , ki désann Latou Efel épi ' y !",,,,,
martinicancreole,JeanLaurentAlcide,2007-2022,JeanLaurentAlcide117.txt,"Tout kalté travayè : bòn , chofè kanmiyon , dotjè , enfimiè , met-lékol , anployé lakomin kisasayésaAsou an mizik bèlè , sertjez Loulou a travèsé lalé an mitan Kay sé Sendika-a ek rivé adan lokal la CSTM , sendika-a éti i té travay adan ' y la pannan pasé ven lanné .",,,,,
martinicancreole,JeanLaurentAlcide,2007-2022,JeanLaurentAlcide119.txt,"Kivédi Lakouzémi sé an manniè pou moun ka katjilé anlè divini péyi-a , moun ki ka pwodui lidé ek tout kalté bagay liv , artizana , mizik , téyat etc jwenn kò-yo ant yo , bokanté lidé-yo ek lespérians-yo , diskité red , mé adan an lanbians éti chak moun ka respekté lot .",,,,,
martinicancreole,JeanLaurentAlcide,2007-2022,JeanLaurentAlcide119.txt,"Mé an fwa , lestravay bout , poblem-tala vini pozé kò ' y é sé a moman-tala éti sé Bétjé-a koumansé déklaré sé yo sel ki Kréyol , ki Neg sé Afritjen ek ki fok viré voyé yo alé an péyi-yo .",,,,,
